1.2459e+00 8.3006e-15 6.5009e-16 1.5174e-15 8.3480e-19
1.3201e+00 7.9153e-15 6.2071e-16 1.4662e-15 8.6714e-19
1.3987e+00 7.5472e-15 5.9256e-16 1.4037e-15 9.0003e-19
1.4820e+00 7.1955e-15 5.6561e-16 1.3553e-15 9.3348e-19
1.5703e+00 6.8594e-15 5.3981e-16 1.2963e-15 9.6746e-19
1.6638e+00 6.5385e-15 5.1512e-16 1.2508e-15 1.0020e-18
1.7629e+00 6.2320e-15 4.9149e-16 1.1955e-15 1.0370e-18
1.8679e+00 5.9394e-15 4.6888e-16 1.1530e-15 1.0724e-18
1.9792e+00 5.6600e-15 4.4727e-16 1.1013e-15 1.0863e-18
2.0970e+00 5.3933e-15 4.2661e-16 1.0617e-15 1.1223e-18
2.2219e+00 5.1388e-15 4.0685e-16 1.0136e-15 1.1586e-18
2.3543e+00 4.8959e-15 3.8797e-16 9.7685e-16 1.1954e-18
2.4945e+00 4.6641e-15 3.6992e-16 9.3223e-16 1.2324e-18
2.6431e+00 4.4430e-15 3.5267e-16 8.9821e-16 1.2697e-18
2.8005e+00 4.2320e-15 3.3618e-16 8.5690e-16 1.2836e-18
2.9673e+00 4.0307e-15 3.2047e-16 8.1727e-16 1.3211e-18
3.1440e+00 3.8389e-15 3.0546e-16 7.8731e-16 1.3587e-18
3.3313e+00 3.6558e-15 2.9109e-16 7.5075e-16 1.3964e-18
3.5297e+00 3.4813e-15 2.7744e-16 7.1574e-16 1.4095e-18
3.7399e+00 3.3150e-15 2.6438e-16 6.8943e-16 1.4469e-18
3.9627e+00 3.1565e-15 2.5191e-16 6.5720e-16 1.4840e-18
4.1987e+00 3.0051e-15 2.4001e-16 6.2638e-16 1.5209e-18
4.4488e+00 2.8600e-15 2.2863e-16 6.0336e-16 1.5323e-18
4.7138e+00 2.7217e-15 2.1771e-16 5.7507e-16 1.5681e-18
4.9945e+00 2.5905e-15 2.0733e-16 5.4798e-16 1.6032e-18
5.2920e+00 2.4656e-15 1.9745e-16 5.2792e-16 1.6120e-18
5.6072e+00 2.3467e-15 1.8809e-16 5.0305e-16 1.6450e-18
5.9411e+00 2.2334e-15 1.7920e-16 4.7934e-16 1.6768e-18
6.2950e+00 2.1259e-15 1.7070e-16 4.5672e-16 1.6813e-18
6.6699e+00 2.0232e-15 1.6260e-16 4.3513e-16 1.7096e-18
7.0672e+00 1.9260e-15 1.5486e-16 4.1935e-16 1.7357e-18
7.4881e+00 1.8334e-15 1.4751e-16 3.9959e-16 1.7335e-18
7.9341e+00 1.7450e-15 1.4050e-16 3.8075e-16 1.7542e-18
8.4067e+00 1.6609e-15 1.3381e-16 3.6279e-16 1.7716e-18
8.9074e+00 1.5807e-15 1.2740e-16 3.4567e-16 1.7598e-18
9.4379e+00 1.5039e-15 1.2127e-16 3.2937e-16 1.7697e-18
1.0000e+01 1.4312e-15 1.1541e-16 3.1765e-16 1.7753e-18
